ubigeo,departamento,provincia,distrito,organizacion_politica,cargo,nombres,apellido_paterno,apellido_materno,sexo
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,REGIDOR DISTRITAL,MIGUEL ANGEL,GOÑAZ,MONTENEGRO,M
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,REGIDOR DISTRITAL,SANTOS JESUS,GOÑAS,VALLE,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,ALCALDE DISTRITAL,ROBERTO,COTRINA,CHAVEZ,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,ALEJANDRO,VIGO,OYARCE,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,JOSE LUCAS,ORTIZ,VILLANUEVA,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,DONITA MAGALY,ROJAS,CHAVEZ,F
010103,AMAZONAS,CHACHAPOYAS,BALSAS,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,MANUELA,MUÑOZ,MALCA,F
010103,AMAZONAS,CHACHAPOYAS,BALSAS,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,GILMER,JAUREGUI,ROJAS,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALCALDE DISTRITAL,EUGENIO ESLIVAN,TIRADO,ORTIZ,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,LUIS ALBERTO,SANCHEZ,CUBILLAS,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,ALEX,CULQUE,MORI,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,FREDY ERICSON,VASQUEZ,ORRILLO,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,MARIA SANTOS,SALAZAR,DIAZ,F
010103,AMAZONAS,CHACHAPOYAS,BALSAS,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,EVA JUDITH,MUÑOZ,MUÑOZ,F
010103,AMAZONAS,CHACHAPOYAS,BALSAS,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,JOSE DEMETRIO,BAZAN,TUESTA,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,MANUEL,PEREGRINO,PELAEZ,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,ROSA ELVIRA,TIRADO,CORTEZ,F
010103,AMAZONAS,CHACHAPOYAS,BALSAS,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,NEYLIT,LUCANO,MUÑOZ,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,JOSE WILSON,ESPINOZA,SILVA,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,NOELINA,GARRO,MUÑOZ,F
010104,AMAZONAS,CHACHAPOYAS,CHETO,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,ALCALDE DISTRITAL,ULISES,SANTILLAN,TEJADA,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,ALEJANDRO,GUEVARA,MALDONADO,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,NELI ROSA,HUAMAN,MONTOYA,F
010104,AMAZONAS,CHACHAPOYAS,CHETO,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,NELSON,ROJAS,LOPEZ,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,MARILU,ROJAS,SOPLA,F
010104,AMAZONAS,CHACHAPOYAS,CHETO,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,EMERSON,MALDONADO,GOMES,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALCALDE DISTRITAL,ALAN HOMERO,CULQUIMBOZ,HUAMAN,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,LUIS ALVINO,SANTILLAN,HUAMAN,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,DOLORES,ROJAS,DE SANTILLAN,F
010104,AMAZONAS,CHACHAPOYAS,CHETO,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,LLANINI,SANTILLAN,GOMEZ,F
010104,AMAZONAS,CHACHAPOYAS,CHETO,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,LILIA MERY,VILCA,MENDOZA,F
010104,AMAZONAS,CHACHAPOYAS,CHETO,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,FERNANDO,SANTILLAN,ZUTA,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,EDWIN,ROJAS,LOJA,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,JOSE SANDALIO,SANTILLAN,VILCA,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,ROBINSON,PINEDO,SANTILLAN,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,EVA,SANCHEZ,SANTILLAN,F
010104,AMAZONAS,CHACHAPOYAS,CHETO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,YOLI MARIA,MALDONADO,SANTILLAN,F
010104,AMAZONAS,CHACHAPOYAS,CHETO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,MATIAS,HUAMAN,VALLE,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,UNIDAD Y DEMOCRACIA DE AMAZONAS,ALCALDE DISTRITAL,MERLIN,SANTILLAN,MORI,F
010104,AMAZONAS,CHACHAPOYAS,CHETO,UNIDAD Y DEMOCRACIA DE AMAZONAS,REGIDOR DISTRITAL,EDUAR,PICON,CULLAMPE,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,UNIDAD Y DEMOCRACIA DE AMAZONAS,REGIDOR DISTRITAL,BELMIRA,SANTILLAN,SANTILLAN,F
010104,AMAZONAS,CHACHAPOYAS,CHETO,UNIDAD Y DEMOCRACIA DE AMAZONAS,REGIDOR DISTRITAL,JOSE SANTOS,GOMES,PINEDO,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,UNIDAD Y DEMOCRACIA DE AMAZONAS,REGIDOR DISTRITAL,MARILUZ,MALDONADO,SANTILLAN,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,UNIDAD Y DEMOCRACIA DE AMAZONAS,REGIDOR DISTRITAL,MARLON JULIANO,ZUTA,MORI,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALCALDE DISTRITAL,MARIO ANTONIO,MAS,PINEDO,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,EDUARDO,CATPO,TORREJON,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,MAURICIO,CULQUI,CULQUI,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,AZARIAS,PUSCAN,MEZA,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,SANDRITA JESUS,MAS,MAS,F
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,BELARMINA MERCEDES,OYARCE,SALAZAR,F
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,ALCALDE DISTRITAL,JUAN ARILEZ,PILCO,QUIROZ,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIDOR DISTRITAL,EDINSON,SALAZAR,QUIROZ,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIDOR DISTRITAL,CARLOS SANTOS,CULQUI,PINEDO,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIDOR DISTRITAL,MASBIN NEYSER,CHAPPA,QUIROZ,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIDOR DISTRITAL,REINA ESPERANZA,PUERTA,RABANAL,F
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIDOR DISTRITAL,ABEGAIL,ANTICONA,INGA,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,ALCALDE DISTRITAL,AROLDO,ARISTA,MAS,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,BLANCA YSABEL,SANTILLAN,CULQUI,F
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,EGOBERTO,LOZADA,TRIGOSO,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,ELIA MERCEDES,CHUQUIZUTA,OLIVOS,F
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,ELMER,OYARCE,GUIVIN,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,GILBER SAUL,PUERTA,CULQUI,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,RODOMIRO,CHECAN,JIMENEZ,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,JAIME,PINEDO,SOPLA,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,ABELINA,GALOC,CULQUI,F
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,TIMOTEO,PUSCAN,SALAZAR,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,CARLOS,TORREJON,SALAZAR,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,VIRGINIA,QUIROZ,CULQUI,F
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,ALCALDE DISTRITAL,SANTOS WILMAN,CHASQUIBOL,QUIROZ,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,REGIDOR DISTRITAL,ZACARIAS,GALOC,CULQUI,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,REGIDOR DISTRITAL,ZOILA ROCIO,CULQUI,GOÑAZ,F
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,REGIDOR DISTRITAL,CESAR AUGUSTO,CAMPOS,GOÑAS,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,REGIDOR DISTRITAL,VILARMINA,SALAZAR,SANTILLAN,F
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,REGIDOR DISTRITAL,WILMER,LOZADA,MAS,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,ALCALDE DISTRITAL,HECTOR,DIAZ,AÑASCO,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,NINO,MELENDEZ,HUAMAN,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,NERI,LLAJA,DIAZ,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,SANTOSA,ROSAS,NOLASCO,F
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,HELIDA,URBINA,AÑAZCO,F
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,MELITA,GUEVARA,TAFUR,F
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALCALDE DISTRITAL,ALEJANDRO,ZELADA,ABANTO,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,LENIN,PORTAL,ZABALETA,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,GREGORIO,SIFUENTES,ZABALETA,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,NEPHTALI,MARIN,LOZANO,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,JESIKA,PEREGRINO,CRUZ,F
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,GERTRUDES,EPIQUIEN,MEJIA,F
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,CELSO LEUMAN,PORTAL,BUSTAMANTE,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,ROSIO,TAFUR,ZABALETA,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,LUZ MERLITA,ESPEJO,PINGUS,F
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,CLEMENTE,JAUREGUI,ROJAS,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,ROSA DAIDIT,COTRINA,CHAVEZ,F
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,JOSELITO,OCAMPO,EPIQUIEN,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,UNIDAD Y DEMOCRACIA DE AMAZONAS,ALCALDE DISTRITAL,WINDER SEGUNDO,VEGA,PORTAL,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,UNIDAD Y DEMOCRACIA DE AMAZONAS,REGIDOR DISTRITAL,BRITALDO,LOZANO,CHANCAHUANA,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,UNIDAD Y DEMOCRACIA DE AMAZONAS,REGIDOR DISTRITAL,NILVE,EPIQUIEN,DE ZABALETA,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,UNIDAD Y DEMOCRACIA DE AMAZONAS,REGIDOR DISTRITAL,SILVESTRE,CASTILLO,CHANCAHUANA,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,UNIDAD Y DEMOCRACIA DE AMAZONAS,REGIDOR DISTRITAL,GEHISER,RODRIGUEZ,CORTEZ,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,UNIDAD Y DEMOCRACIA DE AMAZONAS,REGIDOR DISTRITAL,ELIVETT,CONTRERAS,VEGA,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,ALCALDE DISTRITAL,GILMER AQUILES,VERGARAY,JAUREGUI,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,REGIDOR DISTRITAL,SEGUNDO JOEL,LOZANO,GARRO,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,REGIDOR DISTRITAL,IRENE,VEGA,ZABALETA,F
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,REGIDOR DISTRITAL,URSULA MARILIN,ZABALETA,MERINO,F
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,REGIDOR DISTRITAL,YONER,RODRIGUEZ,VELASQUEZ,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,REGIDOR DISTRITAL,WILMER EDILBERTO,EPIQUIEN,ROJAS,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,AURELIA NOEMI,AGUIRRE,ZABALETA,F
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,ALIANZA PARA EL PROGRESO,REGIDOR DISTRITAL,DENNER,EPIQUIEN,BRIONES,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,ALIANZA PARA EL PROGRESO,REGIDOR DISTRITAL,JESUS,CASTREJON,CHAVEZ,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,ALIANZA PARA EL PROGRESO,REGIDOR DISTRITAL,EDELMIRA,CONTRERAS,ROJAS,F
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,ALIANZA PARA EL PROGRESO,REGIDOR DISTRITAL,NILSON,ALIAGA,ROJAS,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,ALIANZA PARA EL PROGRESO,REGIDOR DISTRITAL,CARMEN,REQUEJO,PORTAL,F
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,ALCALDE DISTRITAL,EXALTACION,OCAMPO,VILLAR,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIDOR DISTRITAL,HENRI,BARDALES,CULQUI,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIDOR DISTRITAL,TEMISTOCLES,VEGA,ZABALETA,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIDOR DISTRITAL,ROBERTO,PORTAL,FARGE,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIDOR DISTRITAL,OLGA,RODRIGUEZ,VENTURA,F
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIDOR DISTRITAL,SORAIDA,FARJE,ROJAS,F
010107,AMAZONAS,CHACHAPOYAS,GRANADA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,ALCALDE DISTRITAL,TONI ROLAND,HUAMAN,SOPLA,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,ORACIO,VARGAS,ZUMAETA,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,CARMELA,LAPIZ,ANGULO,F
010107,AMAZONAS,CHACHAPOYAS,GRANADA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,GIL HUMBERTO,CHUQUIBALA,PINEDO,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,SAUL MECIAS,LAPIZ,HUAMAN,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIDOR DISTRITAL,FLORESLINDA,TRIGOSO,CHECAN,F
010107,AMAZONAS,CHACHAPOYAS,GRANADA,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALCALDE DISTRITAL,ENOC,PILCO,VALLE,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,HORACIO,GOMEZ,ANGULO,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,MANUEL,MAS,LABAJOS,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,ALIANZA REGIONAL JUNTOS POR AMAZONAS,REGIDOR DISTRITAL,MAXIMILIANO,BACALLA,HUAMAN,M
