ubigeo,departamento,provincia,distrito,organizacion_politica,cargo,nombres,apellido_paterno,apellido_materno,sexo
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,ENA CARDA,FRANCIA,MANIHUARI,F
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,ACCION POPULAR,ALCALDE DISTRITAL,WILDER,JIMENEZ,GOÑAS,M
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,ACCION POPULAR,REGIDOR DISTRITAL,LUIS ALBERTO,GARCIA,HUAMAN,M
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,ACCION POPULAR,REGIDOR DISTRITAL,CELMIRA,PILCO,MASLUCAN,F
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,ACCION POPULAR,REGIDOR DISTRITAL,NILTON GENARO,DIAS,PINEDO,M
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,ACCION POPULAR,REGIDOR DISTRITAL,SALATIEL,DIAZ,MASLUCAN,M
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,ACCION POPULAR,REGIDOR DISTRITAL,JULIA MARELIN,MASLUCAN,QUIROZ,F
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,AUGUSTO,CAMUS,GONGORA,M
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,EYNER,GOÑAS,LOLOC,M
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,JOHANCY OCTAVIA,VARGAS,TRAUCO,M
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,JORGE,MAS,SANTILLAN,M
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,MARTHA ELIZABETH SULCA LOZANO,DE,VALLE,F
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,CARLOS ANTONIO,MASLUCAN,CHECAN,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,UNION POR EL PERU,ALCALDE DISTRITAL,EUGENIO ESLIVAN,TIRADO,ORTIZ,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,UNION POR EL PERU,REGIDOR DISTRITAL,NILCER,VARGAS,CARO,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,UNION POR EL PERU,REGIDOR DISTRITAL,MIRIAM,LOPEZ,RODRIGUEZ,F
010103,AMAZONAS,CHACHAPOYAS,BALSAS,UNION POR EL PERU,REGIDOR DISTRITAL,JUAN,MUÑOZ,MALCA,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,UNION POR EL PERU,REGIDOR DISTRITAL,DAVY,ROJAS,OYARCE,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,UNION POR EL PERU,REGIDOR DISTRITAL,JUANA ROSA,DEZA,ALVA,F
010103,AMAZONAS,CHACHAPOYAS,BALSAS,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ROBERTO,COTRINA,CHAVEZ,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,SANTIAGO ANIBAL,DEZA,ROJAS,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,MARIA LUZ GOICOCHEA,DE,PEREGRINO,F
010103,AMAZONAS,CHACHAPOYAS,BALSAS,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,MARIA SANTOS,SALAZAR,DIAZ,F
010103,AMAZONAS,CHACHAPOYAS,BALSAS,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,JOSE GABRIEL,TAMAYO,DIAZ,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,NINO,SILVA,SAAVEDRA,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,JOSE DEMETRIO,BAZAN,TUESTA,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,AGRUPACION INDEPENDIENTE SI CUMPLE,REGIDOR DISTRITAL,NANCY VANEZA,SILVA,LOPEZ,F
010103,AMAZONAS,CHACHAPOYAS,BALSAS,AGRUPACION INDEPENDIENTE SI CUMPLE,REGIDOR DISTRITAL,ROSA ALEJANDRINA,VILLAR,CERCADO,F
010103,AMAZONAS,CHACHAPOYAS,BALSAS,AGRUPACION INDEPENDIENTE SI CUMPLE,REGIDOR DISTRITAL,DANITSA,ROJAS,VILLAR,F
010103,AMAZONAS,CHACHAPOYAS,BALSAS,AGRUPACION INDEPENDIENTE SI CUMPLE,REGIDOR DISTRITAL,JEYNER HOMERO,RAMOS,PEREZ,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,AGRUPACION INDEPENDIENTE SI CUMPLE,REGIDOR DISTRITAL,JOSE ETHAN,ALVA,JULCA,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,INTEGRACION 6 DE JUNIO,ALCALDE DISTRITAL,SEGUNDO ANDRES,ABANTO,YOPLAC,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,INTEGRACION 6 DE JUNIO,REGIDOR DISTRITAL,EDINSON,ESCOBEDO,ALBARADO,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,INTEGRACION 6 DE JUNIO,REGIDOR DISTRITAL,NEBER FRANCISCO,BURGA,DIAZ,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,INTEGRACION 6 DE JUNIO,REGIDOR DISTRITAL,VILMA TERESA,TIRADO,VASQUEZ,F
010103,AMAZONAS,CHACHAPOYAS,BALSAS,INTEGRACION 6 DE JUNIO,REGIDOR DISTRITAL,DEYSI SUSANA,GARAY,VERA,F
010103,AMAZONAS,CHACHAPOYAS,BALSAS,INTEGRACION 6 DE JUNIO,REGIDOR DISTRITAL,JOSE LUCAS,ORTIZ,VILLANUEVA,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,ACCION POPULAR,ALCALDE DISTRITAL,ELMER,BAZAN,MUÑOZ,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,ACCION POPULAR,REGIDOR DISTRITAL,TOMAS RUPERTO,COTRINA,OCAMPO,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,ACCION POPULAR,REGIDOR DISTRITAL,MANUEL,ESPINOZA,ZAMORA,M
010103,AMAZONAS,CHACHAPOYAS,BALSAS,ACCION POPULAR,REGIDOR DISTRITAL,GLORIA,JAUREGUI,ROJAS,F
010103,AMAZONAS,CHACHAPOYAS,BALSAS,ACCION POPULAR,REGIDOR DISTRITAL,MARIA CLARISA,TIRADO,VASQUEZ,F
010103,AMAZONAS,CHACHAPOYAS,BALSAS,ACCION POPULAR,REGIDOR DISTRITAL,MANUEL,CABRERA,SILVA,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ELITA,CULQUIMBOZ,HUAMAN,F
010104,AMAZONAS,CHACHAPOYAS,CHETO,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,ROGER ALBERTO,SANTILLAN,MORI,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,LEYDLIN,ROJAS,LOJA,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,MILENY,SANTILLAN,VILCA,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,LEOVINA,CAMPON,GOMEZ,F
010104,AMAZONAS,CHACHAPOYAS,CHETO,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,RODOLFO,CULQUE,MALDONADO,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,ULISES,SANTILLAN,TEJADA,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,FUERZA DEMOCRATICA,REGIDOR DISTRITAL,ISAAC,GOMEZ,SANTILLAN,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,FUERZA DEMOCRATICA,REGIDOR DISTRITAL,JORGE,MUÑOZ,MORI,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,FUERZA DEMOCRATICA,REGIDOR DISTRITAL,MARILU,ROJAS,SOPLA,F
010104,AMAZONAS,CHACHAPOYAS,CHETO,FUERZA DEMOCRATICA,REGIDOR DISTRITAL,MARTA YSABEL,MORI,MALDONADO,F
010104,AMAZONAS,CHACHAPOYAS,CHETO,FUERZA DEMOCRATICA,REGIDOR DISTRITAL,AUGUSTO,LOJA,MONTENEGRO,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,INTEGRACION 6 DE JUNIO,ALCALDE DISTRITAL,JACINTO,VIN,ROJAS,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,INTEGRACION 6 DE JUNIO,REGIDOR DISTRITAL,REGULO,MUÑOZ,CALDERON,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,INTEGRACION 6 DE JUNIO,REGIDOR DISTRITAL,ROSAURA,SANTILLAN,ROJAS,F
010104,AMAZONAS,CHACHAPOYAS,CHETO,INTEGRACION 6 DE JUNIO,REGIDOR DISTRITAL,LILIA MERY,VILCA,MENDOZA,F
010104,AMAZONAS,CHACHAPOYAS,CHETO,INTEGRACION 6 DE JUNIO,REGIDOR DISTRITAL,ABSALON,SANTILLAN,ROJAS,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,INTEGRACION 6 DE JUNIO,REGIDOR DISTRITAL,AMELIA,LOJA,HUAMAN,F
010104,AMAZONAS,CHACHAPOYAS,CHETO,ACCION POPULAR,ALCALDE DISTRITAL,PEDRO SEGUNDO,REATEGUI,PEREA,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,ACCION POPULAR,REGIDOR DISTRITAL,ANIBAL,TRIGOSO,CRUZ,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,ACCION POPULAR,REGIDOR DISTRITAL,LUISA KARINA,REYES,RODRIGUEZ,F
010104,AMAZONAS,CHACHAPOYAS,CHETO,ACCION POPULAR,REGIDOR DISTRITAL,EDILBERTO,VALLE,TORRES,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,ACCION POPULAR,REGIDOR DISTRITAL,ELBERT FERNANDO,SANTILLAN,SANTILLAN,M
010104,AMAZONAS,CHACHAPOYAS,CHETO,ACCION POPULAR,REGIDOR DISTRITAL,ELIZABET,MAGALLAN,PINEDO,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,LAZARO,QUIROZ,CHUQUI,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,GODOFREDO,HUAMAN,CHAUCA,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,EMERSON,TRIGOSO,GOÑAS,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,MARIA CAMUS,DE,CATPO,F
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,LUIS ALBERTO,SANCHEZ,TRIGOSO,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,DANI,MAYNA,PICON,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,UNION POR EL PERU,ALCALDE DISTRITAL,MARIO ANTONIO,MAS,PINEDO,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,UNION POR EL PERU,REGIDOR DISTRITAL,MEDARDO,MAS,GIMENES,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,UNION POR EL PERU,REGIDOR DISTRITAL,JOSE ELIADES,MAS,CULQUI,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,UNION POR EL PERU,REGIDOR DISTRITAL,LORENZO ESAU,CULQUI,MIRANO,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,UNION POR EL PERU,REGIDOR DISTRITAL,VILMA,PINEDO,CULQUI,F
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,UNION POR EL PERU,REGIDOR DISTRITAL,ABELINA,GALOC,CULQUI,F
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,ACCION POPULAR,ALCALDE DISTRITAL,NEY FLORES,PUERTA,SALAZAR,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,ACCION POPULAR,REGIDOR DISTRITAL,MERCEDES,GUIVIN,LOPEZ,F
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,ACCION POPULAR,REGIDOR DISTRITAL,JAMER ROLANDO,CULQUI,GOÑAS,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,ACCION POPULAR,REGIDOR DISTRITAL,EDIZON,QUIROZ,CULQUI,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,ACCION POPULAR,REGIDOR DISTRITAL,LLULY ENEIDA,TUESTA,SANTILLAN,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,ACCION POPULAR,REGIDOR DISTRITAL,GITLER,MAS,JIMENEZ,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,JAIME,PINEDO,SOPLA,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,VICTOR MANUEL,PICON,SANTILLAN,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,EVA MILAGROS,MAS,CHAPPA,F
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,HECTOR ORLANDO,CHECAN,JIMENEZ,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,ROMELIO,PUSCAN,PUERTA,M
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,IDELISA,SANTILLAN,GOÑAS,F
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,CELSO LEUMAN,PORTAL,BUSTAMANTE,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,ALEJANDRO,ZELADA,ABANTO,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,MARTIN NOLASCO,EPIQUIEN,RODRIGUEZ,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,MAYERLEBELTT,DIAZ,ROJAS,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,RODOMIRO,CHANCAHUANA,ROJAS,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,QUELY,VERGARAY,SIFUENTES,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,INTEGRACION 6 DE JUNIO,ALCALDE DISTRITAL,RUSBEL WILSON,ROJAS,CHANCAHUANA,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,INTEGRACION 6 DE JUNIO,REGIDOR DISTRITAL,EDWIN EXELBITS,LOZANO,GARRO,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,INTEGRACION 6 DE JUNIO,REGIDOR DISTRITAL,NILVE EPIQUIEN,DE,ZABALETA,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,INTEGRACION 6 DE JUNIO,REGIDOR DISTRITAL,AMNER,ROJAS,ABANTO,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,INTEGRACION 6 DE JUNIO,REGIDOR DISTRITAL,MARIZA ARACELI,SIFUENTES,VEGA,F
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,INTEGRACION 6 DE JUNIO,REGIDOR DISTRITAL,ROSIVEL,ROJAS,ROJAS,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,UNION POR EL PERU,ALCALDE DISTRITAL,HECTOR,DIAZ,AÑASCO,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,UNION POR EL PERU,REGIDOR DISTRITAL,NINO,MELENDEZ,HUAMAN,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,UNION POR EL PERU,REGIDOR DISTRITAL,NENE CLYDE,CRUZ,ROJAS,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,UNION POR EL PERU,REGIDOR DISTRITAL,SANTA BARBARITA,EPIQUIEN,RODRIGUEZ,F
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,UNION POR EL PERU,REGIDOR DISTRITAL,NORMINDA ELIZAHABETT ARAUJO,DE,SANCHEZ,F
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,UNION POR EL PERU,REGIDOR DISTRITAL,MAGALI,ROJAS,URBINA,F
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,WINDER SEGUNDO,VEGA,PORTAL,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,AGRUPACION INDEPENDIENTE SI CUMPLE,REGIDOR DISTRITAL,DANIEL,CONTRERAS,VEGA,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,AGRUPACION INDEPENDIENTE SI CUMPLE,REGIDOR DISTRITAL,ELICET,OCAMPO,PORTAL,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,AGRUPACION INDEPENDIENTE SI CUMPLE,REGIDOR DISTRITAL,ARQUIMEDES,EPIQUIEN,CHANCAHUANA,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,AGRUPACION INDEPENDIENTE SI CUMPLE,REGIDOR DISTRITAL,WILMER,RODRIGUEZ,PELAEZ,M
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,AGRUPACION INDEPENDIENTE SI CUMPLE,REGIDOR DISTRITAL,LUCY,VERGARAY,SIFUENTES,F
010107,AMAZONAS,CHACHAPOYAS,GRANADA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ENOC,PILCO,VALLE,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,HORACIO,GOMEZ,ANGULO,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,CASILDA,LAPIZ,PINEDO,F
010107,AMAZONAS,CHACHAPOYAS,GRANADA,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,SULEMA,PINEDO,GOMEZ,F
010107,AMAZONAS,CHACHAPOYAS,GRANADA,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,VICTOR,TRIGOSO,CHECAN,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,PARTIDO APRISTA PERUANO,REGIDOR DISTRITAL,MARTA ORFELINDA,CHECAN,GASLAC,F
010107,AMAZONAS,CHACHAPOYAS,GRANADA,ACCION POPULAR,ALCALDE DISTRITAL,ELIADES,PILCO,GUAYAMIZ,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,ACCION POPULAR,REGIDOR DISTRITAL,MAXIMILIANO,BACALLA,HUAMAN,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,ACCION POPULAR,REGIDOR DISTRITAL,JUAN CELINO,CANLLA,LABAJOS,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,ACCION POPULAR,REGIDOR DISTRITAL,CORINA ADELINDA,VARGAS,ZUMAETA,F
010107,AMAZONAS,CHACHAPOYAS,GRANADA,ACCION POPULAR,REGIDOR DISTRITAL,JUAN ERMITANIO,CHUQUIBALA,HUAMAN,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,ACCION POPULAR,REGIDOR DISTRITAL,ROSA GLADIS,MAS,GALOC,F
010107,AMAZONAS,CHACHAPOYAS,GRANADA,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,PEDRO,MASLUCAN,VALLE,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,FUERZA DEMOCRATICA,REGIDOR DISTRITAL,BARTOLOME,LABAJOS,VIN,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,FUERZA DEMOCRATICA,REGIDOR DISTRITAL,CATALINO,PILCO,GUAYAMIS,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,FUERZA DEMOCRATICA,REGIDOR DISTRITAL,ZECUNDINO,ZUMAETA,TRIGOSO,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,FUERZA DEMOCRATICA,REGIDOR DISTRITAL,FLORISELDA,BACALLA,PINEDO,F
010107,AMAZONAS,CHACHAPOYAS,GRANADA,FUERZA DEMOCRATICA,REGIDOR DISTRITAL,ENITA,CANLLA,CHECAN,F
010107,AMAZONAS,CHACHAPOYAS,GRANADA,UNION POR EL PERU,ALCALDE DISTRITAL,MANUEL,CHAVEZ,VARGAS,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,UNION POR EL PERU,REGIDOR DISTRITAL,SOFONIAS,CHUQUIBALA,PINEDO,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,UNION POR EL PERU,REGIDOR DISTRITAL,DIONICIO,PILCO,VALLE,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,UNION POR EL PERU,REGIDOR DISTRITAL,DORA ESPERANZA,GUAYAMIZ,CHECAN,F
010107,AMAZONAS,CHACHAPOYAS,GRANADA,UNION POR EL PERU,REGIDOR DISTRITAL,ROSA MARLENI,GASLAC,GOMEZ,F
010107,AMAZONAS,CHACHAPOYAS,GRANADA,UNION POR EL PERU,REGIDOR DISTRITAL,NESTOR VICENTE,CHUQUIBALA,HUAMAN,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,CESAR AUGUSTO,CHUQUIVALA,BORBOR,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,FELIX,GASLAC,CULQUI,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,ESTEFANIA,ZABALETA,LAPIZ,F
010107,AMAZONAS,CHACHAPOYAS,GRANADA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,BENIGNO,MASLUCAN,CANLLA,M
010107,AMAZONAS,CHACHAPOYAS,GRANADA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,REYNA MAGNOLIA,CANLLA,GOMEZ,F
010107,AMAZONAS,CHACHAPOYAS,GRANADA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,SANTOS VICTOR,CULQUI,BACALLA,M
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,UNION POR EL PERU,ALCALDE DISTRITAL,ASUNCION,INGA,CRUZ,M
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,UNION POR EL PERU,REGIDOR DISTRITAL,ENRRIQUE,FLORES,PUSCAN,M
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,UNION POR EL PERU,REGIDOR DISTRITAL,TORIBIO ALFONSO,VILCHEZ,SANCHEZ,M
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,UNION POR EL PERU,REGIDOR DISTRITAL,NELLY CONSUELO,INGA,ZUTA,F
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,UNION POR EL PERU,REGIDOR DISTRITAL,JUAN ANTONIO,INGA,VILCHEZ,M
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,UNION POR EL PERU,REGIDOR DISTRITAL,MARILU,SERVAN,CRUZ,F
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,JUAN,CULQUI,PUSCAN,M
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIDOR DISTRITAL,ARIEL,MAS,VILCHEZ,M
