ubigeo,departamento,provincia,distrito,organizacion_politica,cargo,nombres,apellido_paterno,apellido_materno,sexo,total_votos,posicion_cedula,origen_apellido,ganador
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,UNIDAD Y DEMOCRACIA DE AMAZONAS,ALCALDE DISTRITAL,CARLOS IVAN,MORI,ROJAS,M,17.0,6.0,CASTELLANO,0
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,ALCALDE DISTRITAL,ARIEL,MAS,VILCHEZ,M,14.0,1.0,CASTELLANO,0
010109,AMAZONAS,CHACHAPOYAS,LA JALCA,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,JOSE GILMER,PUSCAN,HUAMAN,M,405.0,2.0,CASTELLANO,1
010109,AMAZONAS,CHACHAPOYAS,LA JALCA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,FEDERICO,HUAMAN,PUIQUIN,M,321.0,6.0,QUECHUA,0
010109,AMAZONAS,CHACHAPOYAS,LA JALCA,UNIDAD Y DEMOCRACIA DE AMAZONAS,ALCALDE DISTRITAL,VICTOR,ROJAS,HORNA,M,316.0,9.0,CASTELLANO,0
010109,AMAZONAS,CHACHAPOYAS,LA JALCA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,ALCALDE DISTRITAL,TEOBALDO,CHAVEZ,HORNA,M,286.0,5.0,CASTELLANO,0
010109,AMAZONAS,CHACHAPOYAS,LA JALCA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,ALCALDE DISTRITAL,TELESFORO,HUAMAN,ROJAS,M,273.0,7.0,QUECHUA,0
010109,AMAZONAS,CHACHAPOYAS,LA JALCA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,WILZON ISAIAS,PUSCAN,CULQUI,M,215.0,8.0,CASTELLANO,0
010109,AMAZONAS,CHACHAPOYAS,LA JALCA,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,ALCALDE DISTRITAL,JULIO ABEL,CHAVEZ,FERNANDEZ,M,149.0,4.0,CASTELLANO,0
010109,AMAZONAS,CHACHAPOYAS,LA JALCA,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALCALDE DISTRITAL,FAUSTINO,PUSCAN,PUIQUIN,M,128.0,3.0,CASTELLANO,0
010109,AMAZONAS,CHACHAPOYAS,LA JALCA,ACCION POPULAR,ALCALDE DISTRITAL,TIBURCIO,HUAMAN,HUAMAN,M,37.0,1.0,QUECHUA,0
010110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,NELSON ARTEMIO,OYARCE,ESCUADRA,M,373.0,6.0,CASTELLANO,1
010110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,ALCALDE DISTRITAL,PEDRO MARLON,MENDOZA,REYNA,M,295.0,5.0,CASTELLANO,0
010110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,ALCALDE DISTRITAL,JORGE,CASTRO,HIDALGO,M,280.0,3.0,CASTELLANO,0
010110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,JOSE,CHAPPA,VILLACORTA,M,220.0,4.0,CASTELLANO,0
010110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALCALDE DISTRITAL,GISSELLE DEL PILAR,SAGASTEGUI,JAUREGUI,F,214.0,2.0,CASTELLANO,0
010110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,MARCIONILA,CASTRO,LLAJA,F,197.0,1.0,CASTELLANO,0
010111,AMAZONAS,CHACHAPOYAS,LEVANTO,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALCALDE DISTRITAL,LEONCIO,HERRERA,SANTILLAN,M,168.0,1.0,CASTELLANO,1
010111,AMAZONAS,CHACHAPOYAS,LEVANTO,UNIDAD Y DEMOCRACIA DE AMAZONAS,ALCALDE DISTRITAL,JUAN FRANCISCO,SALON,VALDIVIA,M,149.0,5.0,CASTELLANO,0
010111,AMAZONAS,CHACHAPOYAS,LEVANTO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,JORGE,MENDOZA,JIMENEZ,M,126.0,3.0,CASTELLANO,0
010111,AMAZONAS,CHACHAPOYAS,LEVANTO,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,ALCALDE DISTRITAL,GREGORIA,CRUZ,YOPLAC,F,62.0,2.0,CASTELLANO,0
010111,AMAZONAS,CHACHAPOYAS,LEVANTO,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,ALCALDE DISTRITAL,LUIS OMERO,CASTILLO,SANTILLAN,M,40.0,4.0,CASTELLANO,0
010112,AMAZONAS,CHACHAPOYAS,MAGDALENA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,ALCALDE DISTRITAL,JOSE LUIS,TENORIO,TAUMA,M,175.0,5.0,CASTELLANO,1
010112,AMAZONAS,CHACHAPOYAS,MAGDALENA,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,ROISER FRANCISCO,CRUZ,HUAMAN,M,113.0,1.0,CASTELLANO,0
010112,AMAZONAS,CHACHAPOYAS,MAGDALENA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,EUSTORGIO,MESIA,CRUZ,M,103.0,4.0,CASTELLANO,0
010112,AMAZONAS,CHACHAPOYAS,MAGDALENA,UNIDAD Y DEMOCRACIA DE AMAZONAS,ALCALDE DISTRITAL,TITO ABEL,CHICHIPE,BUSTOS,M,27.0,7.0,CASTELLANO,0
010112,AMAZONAS,CHACHAPOYAS,MAGDALENA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,CESAR,VALLEJOS,RAMIREZ,M,23.0,6.0,CASTELLANO,0
010112,AMAZONAS,CHACHAPOYAS,MAGDALENA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,ALCALDE DISTRITAL,LUIS HUMBERTO,TAUMA,TUESTA,M,19.0,3.0,CASTELLANO,0
010112,AMAZONAS,CHACHAPOYAS,MAGDALENA,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALCALDE DISTRITAL,NELLY,BARDALES,SOPLIN,F,13.0,2.0,CASTELLANO,0
010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,ALCALDE DISTRITAL,EINEN,ROJAS,LOPEZ,M,351.0,3.0,CASTELLANO,1
010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALCALDE DISTRITAL,PEDRO,TUESTA,CULQUI,M,136.0,1.0,CASTELLANO,0
010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,ANGEL ERNESTO,CAMAN,CAMAN,M,39.0,2.0,CASTELLANO,0
010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,UNIDAD Y DEMOCRACIA DE AMAZONAS,ALCALDE DISTRITAL,EDVEN MARINO,PUERTA,ESCOBEDO,M,13.0,4.0,CASTELLANO,0
010114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,UNIDAD Y DEMOCRACIA DE AMAZONAS,ALCALDE DISTRITAL,GILBERTO,PEREA,CRUZ,M,350.0,4.0,CASTELLANO,1
010114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALCALDE DISTRITAL,NESTOR EDGAR,SOPLA,BACALLA,M,314.0,1.0,CASTELLANO,0
010114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,ALCALDE DISTRITAL,MARCIAL,LOZANO,CHANCAHUANA,M,239.0,3.0,CASTELLANO,0
010114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,ALCALDE DISTRITAL,MANUEL ANTONIO,ROJAS,HUAMAN,M,67.0,2.0,CASTELLANO,0
010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,EMILFERO,EPQUIN,ROJAS,M,120.0,6.0,CASTELLANO,1
010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,UNIDAD Y DEMOCRACIA DE AMAZONAS,ALCALDE DISTRITAL,LEVI,MEZA,DAMACEN,M,62.0,7.0,CASTELLANO,0
010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,ELI,VALLE,DAMACEN,F,49.0,1.0,CASTELLANO,0
010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,ALCALDE DISTRITAL,CARLOS,VALLE,LLAJA,M,39.0,5.0,CASTELLANO,0
010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,JOSE WUATSON,REVILLA,LLAJA,M,35.0,4.0,CASTELLANO,0
010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALCALDE DISTRITAL,JAMES AMARILDO,TAFUR,DAMACEN,M,33.0,2.0,CASTELLANO,0
010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,ALCALDE DISTRITAL,JULIO HUMBERTO,MUÑOZ,CRUZ,M,15.0,3.0,CASTELLANO,0
010116,AMAZONAS,CHACHAPOYAS,OLLEROS,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALCALDE DISTRITAL,VICTOR RAUL,CULQUI,PUERTA,M,124.0,1.0,CASTELLANO,1
010116,AMAZONAS,CHACHAPOYAS,OLLEROS,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,JUAN GUALBERTO,LAPIZ,MAS,M,53.0,3.0,CASTELLANO,0
010116,AMAZONAS,CHACHAPOYAS,OLLEROS,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,ALCALDE DISTRITAL,MILTON,MAGALLAN,MIXAN,M,53.0,4.0,CASTELLANO,0
010116,AMAZONAS,CHACHAPOYAS,OLLEROS,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,ALCALDE DISTRITAL,CARLO MAGNO,INGA,GALOC,M,36.0,2.0,CASTELLANO,0
010117,AMAZONAS,CHACHAPOYAS,QUINJALCA,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALCALDE DISTRITAL,BRAULIO BALDEMAR,GOÑAS,CULQUI,M,132.0,1.0,CASTELLANO,1
010117,AMAZONAS,CHACHAPOYAS,QUINJALCA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,ALCALDE DISTRITAL,GERARDO,GOMEZ,TRIGOSO,M,125.0,5.0,CASTELLANO,0
010117,AMAZONAS,CHACHAPOYAS,QUINJALCA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,ALCALDE DISTRITAL,ROBERT,GOÑAS,PINEDO,M,107.0,3.0,CASTELLANO,0
010117,AMAZONAS,CHACHAPOYAS,QUINJALCA,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,ALCALDE DISTRITAL,FANNY DEISI,CULQUI,GASLAC,F,87.0,2.0,CASTELLANO,0
010117,AMAZONAS,CHACHAPOYAS,QUINJALCA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,WILMAN,MAS,CHASQUIBOL,M,37.0,4.0,CASTELLANO,0
010117,AMAZONAS,CHACHAPOYAS,QUINJALCA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JUAN MATIAS,CANLLA,GASLAC,M,22.0,6.0,CASTELLANO,0
010118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,ALCALDE DISTRITAL,LUDMILIA,CULQUIMBOZ,RUIZ,F,79.0,2.0,CASTELLANO,1
010118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,ALFREDO,GOMEZ,CHAVEZ,M,65.0,3.0,CASTELLANO,0
010118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALCALDE DISTRITAL,ALCIDES,SANTILLAN,DIAZ,M,64.0,1.0,CASTELLANO,0
010118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,ALCALDE DISTRITAL,ANGEL,LOPEZ,ROJAS,M,22.0,4.0,CASTELLANO,0
010119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,ALCALDE DISTRITAL,JHENRRY GERALD,SALON,MONTOYA,M,230.0,3.0,CASTELLANO,1
010119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALCALDE DISTRITAL,PETER ANTONIO,VASQUEZ,CHAVEZ,M,80.0,1.0,CASTELLANO,0
010119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,ALCALDE DISTRITAL,JOSE DAVID,RUIZ,SALON,M,46.0,2.0,CASTELLANO,0
010120,AMAZONAS,CHACHAPOYAS,SOLOCO,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,ALCALDE DISTRITAL,CELSO,BARDALES,MONTOYA,M,207.0,7.0,CASTELLANO,1
010120,AMAZONAS,CHACHAPOYAS,SOLOCO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,TEOFILO,TOCHON,SANTILLAN,M,190.0,6.0,CASTELLANO,0
010120,AMAZONAS,CHACHAPOYAS,SOLOCO,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALCALDE DISTRITAL,ERASMO,CHUQUI,ZUTA,M,140.0,3.0,QUECHUA,0
010120,AMAZONAS,CHACHAPOYAS,SOLOCO,ACCION POPULAR,ALCALDE DISTRITAL,TONY BRADY,MENDOZA,VILCA,M,77.0,1.0,CASTELLANO,0
010120,AMAZONAS,CHACHAPOYAS,SOLOCO,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,CELSO AUGUSTO,SANCHEZ,PIZARRO,M,65.0,2.0,CASTELLANO,0
010120,AMAZONAS,CHACHAPOYAS,SOLOCO,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,ALCALDE DISTRITAL,SEGUNDO SALVADOR,TUESTA,CHAVEZ,M,43.0,4.0,CASTELLANO,0
010120,AMAZONAS,CHACHAPOYAS,SOLOCO,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,ALCALDE DISTRITAL,LUIS HOMERO,MONTOYA,PIZARRO,M,39.0,5.0,CASTELLANO,0
010120,AMAZONAS,CHACHAPOYAS,SOLOCO,UNIDAD Y DEMOCRACIA DE AMAZONAS,ALCALDE DISTRITAL,WILDER,ROJAS,SANTILLAN,M,7.0,8.0,CASTELLANO,0
010121,AMAZONAS,CHACHAPOYAS,SONCHE,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,ALCALDE DISTRITAL,LAZARO,QUIROZ,CHUQUI,M,101.0,2.0,CASTELLANO,1
010121,AMAZONAS,CHACHAPOYAS,SONCHE,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALCALDE DISTRITAL,SEGUNDO MIGUEL,GARCIA,ALVARADO,M,80.0,1.0,CASTELLANO,0
010201,AMAZONAS,BAGUA,LA PECA,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALCALDE DISTRITAL,LUZ MARIA,NAVARRO,BERNAL,F,1726.0,2.0,CASTELLANO,1
010201,AMAZONAS,BAGUA,LA PECA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,ZACARIAS,JARA,CABRERA,M,1381.0,6.0,CASTELLANO,0
010201,AMAZONAS,BAGUA,LA PECA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,ALCALDE DISTRITAL,RODOLFO,AYAY,CHILON,M,858.0,5.0,CASTELLANO,0
010201,AMAZONAS,BAGUA,LA PECA,ACCION POPULAR,ALCALDE DISTRITAL,ALFONSO,MENDOZA,LINGAN,M,577.0,1.0,CASTELLANO,0
010201,AMAZONAS,BAGUA,LA PECA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,ALCALDE DISTRITAL,APOLINAR,ADRIANZEN,OJEDA,M,551.0,7.0,CASTELLANO,0
010201,AMAZONAS,BAGUA,LA PECA,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,ALCALDE DISTRITAL,TEODORO,CARDOZO,DIAZ,M,444.0,4.0,CASTELLANO,0
010201,AMAZONAS,BAGUA,LA PECA,DESARROLLO SOCIAL AMAZONENSE,ALCALDE DISTRITAL,MANUEL,MONTENEGRO,HERNANDEZ,M,237.0,3.0,CASTELLANO,0
010201,AMAZONAS,BAGUA,LA PECA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,NOVER OLDEMAR,TERRONES,VASQUEZ,M,214.0,8.0,CASTELLANO,0
010201,AMAZONAS,BAGUA,LA PECA,UNIDAD Y DEMOCRACIA DE AMAZONAS,ALCALDE DISTRITAL,JOSE DAVID,RAMIREZ,GOYCOCHEA,M,143.0,9.0,CASTELLANO,0
010202,AMAZONAS,BAGUA,ARAMANGO,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALCALDE DISTRITAL,RAMOS,PAUCAR,VILLARREAL,M,1668.0,2.0,QUECHUA,1
010202,AMAZONAS,BAGUA,ARAMANGO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,ROBERTO CARLOS,FLOREZ,VILLALOBOS,M,1566.0,5.0,CASTELLANO,0
010202,AMAZONAS,BAGUA,ARAMANGO,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,ALCALDE DISTRITAL,EUSTACIO,TARRILLO,SEGURA,M,1047.0,6.0,CASTELLANO,0
010202,AMAZONAS,BAGUA,ARAMANGO,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,ALCALDE DISTRITAL,GERMAN,RODRIGUEZ,BECERRA,M,290.0,4.0,CASTELLANO,0
010202,AMAZONAS,BAGUA,ARAMANGO,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,ALCALDE DISTRITAL,MILVER,SEGURA,BARBOZA,M,248.0,3.0,CASTELLANO,0
010202,AMAZONAS,BAGUA,ARAMANGO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ELI MIGDONIO SANTA,CRUZ,BECERRA,F,234.0,7.0,CASTELLANO,0
010202,AMAZONAS,BAGUA,ARAMANGO,ACCION POPULAR,ALCALDE DISTRITAL,CESAR,CORDOVA,GONZALES,M,117.0,1.0,CASTELLANO,0
010202,AMAZONAS,BAGUA,ARAMANGO,UNIDAD Y DEMOCRACIA DE AMAZONAS,ALCALDE DISTRITAL,MILDER,FIGUEROA,ALBITES,M,42.0,8.0,CASTELLANO,0
010203,AMAZONAS,BAGUA,COPALLIN,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,ALCALDE DISTRITAL,ENILO,CRUZ,CRUZ,M,707.0,7.0,CASTELLANO,1
010203,AMAZONAS,BAGUA,COPALLIN,ACCION POPULAR,ALCALDE DISTRITAL,NEYLOR,GONZALES,CACERES,M,661.0,1.0,CASTELLANO,0
010203,AMAZONAS,BAGUA,COPALLIN,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALCALDE DISTRITAL,JAIME ANTONIO,CUBAS,GUEVARA,M,649.0,2.0,CASTELLANO,0
